0.567,0.5559,0.5606,0.5494,0.5633,0.5772,0.5541,0.58,0.5541,0.5643
0.5691,0.5737,0.5617,0.5746,0.5654,0.5876,0.5756,0.57,0.5663,0.5598
0.5967,0.5791,0.5957,0.5828,0.5615,0.5624,0.5652,0.5559,0.5476,0.5596
0.6107,0.6302,0.6441,0.6367,0.6283,0.6339,0.6265,0.6052,0.608,0.607
0.5596,0.6115,0.6319,0.6439,0.6402,0.6328,0.6476,0.6448,0.642,0.643
0.5746,0.5524,0.6024,0.5904,0.5857,0.5969,0.583,0.5941,0.5783,0.595
0.5578,0.5606,0.5494,0.5522,0.5633,0.5569,0.5744,0.5643,0.5485,0.5504
0.5959,0.5719,0.5802,0.5876,0.5774,0.5756,0.5987,0.5959,0.5959,0.5663
0.5865,0.5652,0.5846,0.5846,0.5578,0.5578,0.568,0.568,0.555,0.5467
0.6117,0.5941,0.6043,0.5913,0.5913,0.5978,0.5931,0.5765,0.5728,0.5756
0.5615,0.6281,0.6235,0.6439,0.642,0.618,0.6328,0.642,0.6383,0.6319
0.5496,0.5246,0.5487,0.5867,0.5802,0.6043,0.5783,0.5654,0.595,0.6043
0.5726,0.5522,0.5439,0.5624,0.5754,0.5559,0.5744,0.5633,0.5809,0.5643
0.5746,0.5876,0.6107,0.582,0.6015,0.5848,0.5654,0.5617,0.558,0.5672
0.5837,0.5735,0.5707,0.5856,0.5541,0.5393,0.5569,0.5522,0.542,0.5467
0.5746,0.5885,0.5987,0.5774,0.5663,0.5959,0.5719,0.5413,0.5422,0.5348
0.5467,0.6207,0.6402,0.6411,0.6281,0.6291,0.6374,0.6337,0.6281,0.6244
0.6283,0.5848,0.6043,0.6033,0.6126,0.5978,0.5635,0.5876,0.5839,0.5839
0.5615,0.5587,0.5439,0.5476,0.5569,0.542,0.555,0.555,0.5541,0.5633
0.5857,0.5709,0.5737,0.5867,0.5765,0.5774,0.5848,0.5876,0.6098,0.5774
0.6013,0.5846,0.5781,0.5661,0.567,0.5652,0.5522,0.5689,0.5596,0.555
0.5885,0.5802,0.5959,0.5857,0.5885,0.5857,0.5857,0.5774,0.5922,0.5876
0.5531,0.6207,0.6291,0.6365,0.6411,0.6309,0.6309,0.6244,0.6254,0.6198
0.6441,0.6256,0.6209,0.6237,0.62,0.6385,0.6006,0.5969,0.5848,0.6219
