0.5402
0.5857
0.5383
0.5783
0.4643
0.508
0.5457
0.5857
0.5031
0.5783
0.468
0.508
0.5457
0.5857
0.5383
0.5783
0.468
0.508
0.5457
0.5802
0.5383
0.5783
0.4624
0.508
