0.5624
0.5922
0.5633
0.6172
0.6587
0.6987
0.5846
0.633
0.5652
0.6524
0.6457
0.6478
0.5744
0.5931
0.5624
0.6348
0.6411
0.6469
0.5781
0.5737
0.5383
0.5867
0.6457
0.6533
