0.5606,0.5559,0.5504,0.5494,0.5513,0.5578,0.5643,0.5606,0.5615,0.5596
0.5969,0.5885,0.5867,0.5922,0.595,0.595,0.5931,0.5931,0.5894,0.5876
0.5569,0.5374,0.5439,0.5485,0.5411,0.5402,0.542,0.5393,0.5356,0.5346
0.6144,0.5756,0.5691,0.5802,0.5737,0.5746,0.5802,0.5765,0.583,0.5783
0.5235,0.493,0.5374,0.5133,0.5133,0.5393,0.5402,0.5485,0.5504,0.5504
0.5719,0.5246,0.5061,0.532,0.5524,0.545,0.545,0.5413,0.5496,0.557
0.5615,0.5569,0.5513,0.5522,0.5513,0.5587,0.5652,0.5615,0.5596,0.5587
0.62,0.6006,0.5793,0.5996,0.6181,0.6126,0.6172,0.6219,0.6256,0.6246
0.5569,0.542,0.5439,0.5485,0.5402,0.5411,0.5402,0.5393,0.5346,0.5346
0.632,0.6033,0.5765,0.5793,0.6117,0.6061,0.5969,0.5978,0.5922,0.5922
0.5244,0.493,0.5393,0.5161,0.5143,0.5411,0.5411,0.5522,0.555,0.5559
0.5644,0.4987,0.4941,0.5135,0.533,0.5533,0.5617,0.5552,0.5644,0.5626
0.5606,0.5578,0.5513,0.5522,0.5504,0.5578,0.567,0.5596,0.5596,0.5596
0.6293,0.6246,0.6163,0.6154,0.6209,0.6246,0.6339,0.6293,0.6246,0.6228
0.5569,0.542,0.543,0.5467,0.5383,0.5402,0.5393,0.5393,0.5356,0.5328
0.62,0.607,0.6089,0.5941,0.5978,0.5941,0.5987,0.6024,0.5931,0.5848
0.5244,0.4939,0.542,0.518,0.518,0.542,0.5522,0.5513,0.5531,0.5522
0.5404,0.5033,0.5209,0.5719,0.5774,0.5811,0.5765,0.5709,0.5709,0.5672
0.5587,0.5513,0.5504,0.5522,0.5541,0.5578,0.5578,0.5615,0.5606,0.5606
0.6339,0.6367,0.632,0.6394,0.6237,0.62,0.6172,0.6154,0.6237,0.6181
0.5531,0.543,0.542,0.543,0.5356,0.5346,0.5356,0.5328,0.5281,0.5272
0.6015,0.582,0.5589,0.5867,0.5922,0.5839,0.5839,0.582,0.5867,0.5848
0.5235,0.493,0.5448,0.5235,0.5346,0.5467,0.5559,0.5587,0.5596,0.5606
0.5978,0.5431,0.533,0.5265,0.5469,0.5765,0.6126,0.6191,0.6043,0.608
